<<<<<<< Updated upstream
,Provider.Name,Provider.State,Occupied.Beds.Per.100,Resource.Supply,Nursing.Staff,Confirmed.COVID.19.Per.1.000,Complete.Vaccination.Per.100,Health.Inspection.Rating,Staffing.Rating,QM.Rating,Overall.Rating
15827,"WOODLEIGH OF BATON ROUGE, THE",LA,0.6015503875968992,4.0,1.0,143.32999999999998,81.2755,4.0,2.0,2.0,4.0
15828,WOODLYN HEIGHTS HEALTHCARE CENTER,MN,0.7215189873417721,4.0,0.6,576.879,82.05350000000001,5.0,4.0,4.0,5.0
15829,WOODMONT CENTER,VA,0.7779661016949152,2.5,1.0,163.786,83.15799999999999,1.0,2.0,3.0,1.0
15830,WOODMONT HEALTH CAMPUS,IN,0.65,4.0,1.0,791.7022222222222,88.095,3.0,4.0,3.0,4.0
15831,WOODPECKER HILL HEALTH CENTER,RI,0.6585365853658537,3.3333333333333335,0.8333333333333334,90.322,,,,,
15832,WOODRIDGE HEALTHCARE,OH,0.6089285714285715,4.0,1.0,428.12399999999997,70.908,1.0,3.0,3.0,1.0
15833,WOODRIDGE NURSING HOME,VT,0.7411764705882353,4.0,1.0,0.0,95.575,1.0,5.0,4.0,2.0
15834,WOODRUFF COUNTY HEALTH CENTER,AR,0.6475000000000001,4.0,1.0,326.9,85.8185,4.0,,2.0,4.0
15835,WOODRUFF MANOR,SC,0.8920454545454546,4.0,1.0,447.60699999999997,79.759,3.0,3.0,4.0,3.0
15836,WOODS CROSSING AT WOODS POINT,WI,0.6948051948051949,4.0,1.0,221.76142857142855,,,,,
15837,WOODS EDGE REHAB AND NURSING,OH,0.8365591397849462,4.0,0.09999999999999998,251.599,67.1865,2.0,1.0,5.0,2.0
15838,WOODS HAVEN SR CITIZENS HOME,LA,0.47281553398058257,4.0,1.0,418.177,84.78299999999999,4.0,1.0,2.0,3.0
15839,WOODS HEALTH SERVICES,CA,0.6491525423728813,4.0,0.9,683.769,93.333,3.0,3.0,5.0,4.0
15840,WOODS ON FRENCH CREEK NURSING & REHAB CENTER THE,OH,0.8893333333333334,3.8333333333333335,1.0,440.962,87.67150000000001,4.0,2.0,5.0,5.0
15841,WOODSIDE HEALTHCARE CENTER,CA,0.4094754653130287,4.0,1.0,151.75699999999998,92.74000000000001,4.0,1.0,4.0,3.0
15842,WOODSIDE LUTHERAN HOME,WI,0.7953846153846155,4.0,1.0,471.88,94.316,3.0,5.0,4.0,4.0
15843,WOODSIDE MANOR NURSING HOME INC,NY,0.7954545454545454,4.0,0.0,2.7030000000000003,95.79150000000001,2.0,4.0,5.0,4.0
15844,WOODSIDE VILLAGE,ND,0.9528985507246377,4.0,1.0,90.247,96.992,4.0,5.0,5.0,5.0
15845,WOODSIDE VILLAGE CARE CENTER,OH,0.7866666666666666,4.0,1.0,592.858,65.3825,2.0,2.0,4.0,2.0
15846,WOODSTOCK NURSING & REHAB CTR,GA,0.7771929824561404,4.0,0.30000000000000004,398.026,84.615,3.0,3.0,3.0,3.0
15847,"WOODVIEW HOME, INC.",OK,0.5926470588235294,4.0,0.19999999999999996,401.823,98.684,5.0,3.0,4.0,5.0
15848,WOODVILLE HEALTH AND REHABILITATION CENTER,TX,0.5073947667804323,3.666666666666667,1.0,236.50799999999998,76.6665,3.0,1.0,3.0,2.0
15849,WOODWARD HILLS HEALTH AND REHABILITATION CTR,MI,0.5789473684210527,4.0,1.0,238.81111111111113,77.12700000000001,2.0,4.0,3.0,3.0
15850,WOODWARD SKILLED NURSING AND THERAPY,OK,0.68125,3.8333333333333335,1.0,416.166,89.655,3.0,1.0,3.0,2.0
15851,WOODWIND LAKES HEALTH AND REHABILITATION CENTER,TX,0.6566666666666667,4.0,0.9,456.93999999999994,,2.0,3.0,4.0,2.0
15852,WOOLDRIDGE PLACE NURSING CENTER,TX,0.47685185185185186,3.8333333333333335,0.9,389.9244444444444,40.442499999999995,5.0,3.0,3.0,5.0
15853,WOONSOCKET HEALTH CENTRE,RI,0.712,4.0,1.0,796.848,85.345,3.0,4.0,5.0,5.0
15854,WOOSTER COMMUNITY HOSPITAL SNF,OH,0.9363636363636364,4.0,0.9,35.288,80.0,5.0,5.0,5.0,5.0
15855,WORCESTER REHABILITATION & HEALTH CARE CENTER,MA,0.7332089552238806,4.0,1.0,283.067,75.0905,1.0,3.0,1.0,1.0
15856,WORKMENS CIRCLE MULTICARE CENTER,NY,0.9051526717557252,4.0,0.9,117.33600000000001,70.778,4.0,2.0,5.0,5.0
15857,WORLAND HEALTHCARE AND REHABILITATION CENTER,WY,0.632183908045977,4.0,0.9,756.607,94.045,3.0,5.0,3.0,4.0
15858,WORTH COUNTY CONVALESCENT CENTER,MO,0.544,4.0,1.0,84.066,96.0,4.0,4.0,2.0,4.0
15859,WORTHINGTON CHRISTIAN VILLAGE,OH,0.496,4.0,1.0,447.573,86.93199999999999,5.0,3.0,4.0,5.0
15860,WORTHINGTON HEALTHCARE CENTER,WV,0.8733333333333334,4.0,0.0,521.167,83.819,2.0,3.0,3.0,2.0
15861,WRANGELL MEDICAL CENTER LTC,AK,0.9214285714285715,4.0,0.9,160.05199999999996,100.0,2.0,1.0,1.0,1.0
15862,WRIGHT REHABILITATION AND HEALTHCARE CENTER,OH,0.7090909090909091,4.0,1.0,435.717,82.2635,3.0,2.0,5.0,4.0
15863,WRIGHTS HEALTHCARE AND REHABILITATION CENTER,FL,0.7732142857142856,4.0,1.0,382.755,96.5875,4.0,3.0,5.0,5.0
15864,WRIGHTSVILLE MANOR HEALTH AND REHAB,GA,0.81,4.0,0.19999999999999996,624.464,78.5585,2.0,3.0,2.0,2.0
15865,WURTLAND NURSING & REHABILITATION,KY,0.7693548387096775,4.0,0.6,491.02,92.125,4.0,2.0,1.0,3.0
15866,WURZBACH NURSING AND REHABILITATION,TX,0.6135714285714287,4.0,1.0,317.91999999999996,95.92699999999999,2.0,1.0,5.0,2.0
15867,WYANDOT COUNTY SKILLED NURSING AND REHABILITATION,OH,0.6533333333333333,4.0,1.0,232.56,97.74849999999999,2.0,3.0,3.0,2.0
15868,WYANT WOODS CARE CENTER,OH,0.893888888888889,4.0,1.0,495.64700000000005,84.628,1.0,1.0,5.0,2.0
15869,"WYATT MANOR NURSING AND REHAB CTR, INC",LA,0.8354838709677419,3.3333333333333335,1.0,464.4629999999999,83.333,3.0,2.0,3.0,3.0
15870,WYNDMOOR HILLS REHABILITATION AND NURSING CENTER,PA,0.7376623376623376,4.0,0.9,1005.5990000000002,90.476,2.0,4.0,4.0,3.0
15871,WYNDRIDGE HEALTH AND REHAB CTR,TN,0.5363057324840764,3.5,0.0,309.48,62.597500000000004,2.0,3.0,2.0,2.0
15872,WYNFIELD PARK HEALTH AND REHABILITATION,GA,0.6838709677419355,4.0,1.0,176.746,82.464,2.0,4.0,3.0,3.0
15873,WYNHOVEN HEALTH CARE CENTER,LA,0.6005665722379604,4.0,0.7777777777777778,638.7311111111111,89.869,4.0,2.0,3.0,4.0
15874,WYNSCAPE HEALTH & REHAB,IL,0.2937799043062201,4.0,1.0,85.022,91.3635,5.0,4.0,5.0,5.0
15875,WYNWOOD REHABILITATION AND HEALTHCARE CENTER,NJ,0.9078947368421053,3.8333333333333335,0.9,838.893,80.734,2.0,2.0,2.0,2.0
15876,WYOMING COUNTY COMMUNITY HOSPITAL S N F,NY,0.9659420289855073,4.0,0.8888888888888888,206.535,97.751,1.0,3.0,5.0,2.0
15877,WYOMING NURSING AND REHABILITATION CENTER,WV,0.785,4.0,1.0,621.069,94.444,2.0,3.0,3.0,2.0
15878,WYOMING RETIREMENT CENTER,WY,0.7333333333333333,4.0,0.8,118.73800000000001,92.792,3.0,1.0,2.0,2.0
15879,WYOMISSING HEALTH AND REHABILITATION CENTER,PA,0.8223300970873787,4.0,0.09999999999999998,669.1659999999999,83.437,4.0,3.0,3.0,4.0
15880,WYTHE CNTY COMMUNITY HOSP ECU,VA,0.4125,4.0,1.0,303.7033333333333,60.0,5.0,5.0,5.0,5.0
15881,XENIA HEALTH AND REHAB,OH,0.5963636363636363,4.0,1.0,631.237,86.892,3.0,3.0,5.0,4.0
15882,YADKIN NURSING CARE CENTER,NC,0.6585034013605442,3.0,0.09999999999999998,707.184,89.109,2.0,3.0,4.0,2.0
15883,YAKIMA VALLEY SCHOOL,WA,0.49374999999999997,4.0,1.0,312.29,93.1715,3.0,,2.0,3.0
15884,YALOBUSHA COUNTY NURSING HOME,MS,0.7754098360655737,4.0,0.9,1036.902,85.95400000000001,2.0,4.0,2.0,3.0
15885,"YATES OPERATOR, LLC",KS,0.7675,4.0,1.0,281.373,87.9165,4.0,3.0,5.0,5.0
15886,YAZOO CITY REHABILITATION AND HEALTHCARE CENTER,MS,0.7472222222222222,4.0,1.0,676.1600000000001,88.0,1.0,3.0,2.0,1.0
15887,YBOR CITY CENTER FOR REHABILITATION AND HEALING,FL,0.76,4.0,0.8,490.78000000000003,60.584500000000006,5.0,5.0,3.0,5.0
15888,YEADON REHABILITATION AND NURSING CENTER,PA,0.6787878787878788,3.3333333333333335,1.0,114.869,,1.0,3.0,3.0,1.0
15889,YOAKUM NURSING AND REHABILITATION CENTER,TX,0.8572727272727273,4.0,1.0,302.178,92.752,1.0,1.0,4.0,1.0
15890,YONKERS GARDENS CENTER FOR NURSING AND REHAB,NY,0.586,4.0,0.8,391.5009999999999,92.3515,2.0,3.0,4.0,2.0
15891,YORK CONVALESCENT AND REHABILITATION  CENTER,VA,0.8487500000000001,4.0,1.0,279.261,95.564,4.0,3.0,4.0,4.0
15892,YORK GENERAL HEARTHSTONE,NE,0.6921259842519686,3.6666666666666665,1.0,112.776,96.406,3.0,2.0,4.0,3.0
15893,YORK HEALTHCARE & WELLNESS CENTRE,CA,0.6785046728971962,4.0,1.0,892.9380000000001,91.54899999999999,2.0,3.0,5.0,3.0
15894,YORK MANOR NURSING HOME,OK,0.9232558139534884,4.0,0.8,694.4620000000001,84.797,4.0,3.0,4.0,4.0
15895,YORK NURSING AND REHABILITATION CENTER,PA,0.7345833333333334,4.0,1.0,277.594,56.316,1.0,2.0,3.0,1.0
15896,YORKTOWN MANOR,IN,0.6402597402597402,4.0,0.9,1404.178,97.1155,5.0,1.0,2.0,4.0
15897,YORKTOWN NURSING AND REHABILITATION CENTER,TX,0.5280487804878048,4.0,1.0,396.912,96.26750000000001,4.0,2.0,5.0,5.0
15898,YORKTOWN REHABILITATION & NURSING CENTER,NY,0.8592000000000001,4.0,0.0,195.61499999999998,93.6215,2.0,1.0,4.0,1.0
15899,YUBA CITY POST ACUTE,CA,0.747457627118644,4.0,1.0,655.4599999999999,75.3665,2.0,4.0,5.0,4.0
15900,YUCCA VALLEY NURSING,CA,0.6949494949494949,4.0,0.6,678.712,57.746,1.0,2.0,3.0,1.0
15901,YUKIO OKUTSU STATE VETERANS HOME,HI,0.6105263157894737,3.3333333333333335,1.0,1011.719,89.463,1.0,1.0,5.0,2.0
15902,YUKON KUSKOKWIM ELDER'S HOME,AK,0.8388888888888889,4.0,1.0,121.78699999999999,100.0,1.0,5.0,5.0,2.0
15903,YUMA LIFE CARE CENTER,CO,0.65234375,3.3333333333333335,0.625,644.27125,,5.0,4.0,3.0,5.0
15904,YUMA NURSING CENTER,AZ,0.5558333333333334,4.0,1.0,688.306,91.4625,3.0,4.0,5.0,5.0
15905,ZACHARY MANOR NURSING AND REHABILITATION CENTER,LA,0.6036363636363636,4.0,0.4,596.587,76.663,5.0,2.0,4.0,5.0
15906,ZARROW POINTE,OK,0.8512544802867383,4.0,1.0,184.5377777777778,93.06800000000001,5.0,4.0,5.0,5.0
15907,"ZEARING HEALTH CARE, LLC",IA,0.7075,4.0,1.0,0.0,93.75,3.0,3.0,3.0,3.0
15908,ZEBULON PARK HEALTH AND REHABILITATION,GA,0.8437025796661608,4.0,0.5,328.885,89.286,4.0,2.0,5.0,5.0
15909,ZEBULON REHABILITATION CENTER,NC,0.8933333333333333,4.0,0.8,33.638,92.85700000000001,4.0,3.0,5.0,5.0
15910,"ZERBE SISTERS NURSING CENTER,",PA,0.8367816091954022,4.0,1.0,272.499,88.15799999999999,5.0,3.0,5.0,5.0
15911,ZIONSVILLE MEADOWS,IN,0.3697297297297298,4.0,1.0,422.98999999999995,91.803,1.0,3.0,3.0,1.0
15912,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA SNF,CA,0.92,4.0,1.0,365.304,90.0,4.0,5.0,3.0,5.0
15913,ZUMBROTA CARE CENTER,MN,0.7000000000000001,4.0,0.9,177.24099999999999,93.095,4.0,4.0,3.0,4.0
=======
,Provider.Name,Provider.State,Occupied.Beds.Per.100,Resource.Supply,Nursing.Staff,Confirmed.COVID.19.Per.1.000,Complete.Vaccination.Per.100,Health.Inspection.Rating,Staffing.Rating,QM.Rating,Overall.Rating
0,15 CRAIGSIDE,HI,0.924390243902439,3.0,0.9,0.0,97.368,5.0,5.0,5.0,5.0
1,60 WEST,CT,0.8631578947368421,4.0,1.0,1113.493,99.3825,5.0,4.0,5.0,5.0
2,A GRACE SUB ACUTE & SKILLED CARE,CA,0.6018072289156627,4.0,1.0,362.86699999999996,89.3275,2.0,3.0,3.0,2.0
3,A HOLLY PATTERSON EXTENDED CARE FACILITY,NY,0.6998679494435013,4.0,1.0,51.27222222222222,78.973,5.0,4.0,5.0,5.0
4,A.G. RHODES HOME WESLEY WOODS,GA,0.7733333333333333,4.0,1.0,624.1733333333333,96.197,2.0,2.0,5.0,3.0
5,"A.G. RHODES HOME, INC - COBB",GA,0.736,4.0,0.8,479.28899999999993,93.454,5.0,3.0,2.0,5.0
6,"A.G. RHODES HOME, INC, THE",GA,0.8011272141706924,4.0,0.8888888888888888,456.3611111111111,89.408,2.0,2.0,5.0,3.0
7,AARON MANOR NURSING & REHABILITATION,CT,0.7566666666666666,4.0,1.0,968.458,99.0,4.0,4.0,5.0,5.0
8,AARON MANOR REHABILITATION AND NURSING CENTER,NY,0.8407142857142857,4.0,0.6666666666666667,271.674,95.868,4.0,2.0,5.0,5.0
9,AASE HAUGEN HOME,IA,0.6155339805825243,4.0,0.09999999999999998,363.11100000000005,98.59200000000001,4.0,4.0,5.0,5.0
10,"ABBEVILLE NURSING HOME, INC.",SC,0.723404255319149,4.0,1.0,33.412,100.0,5.0,4.0,5.0,5.0
11,ABBEY DELRAY,FL,0.9211111111111111,4.0,1.0,123.82555555555557,95.745,2.0,5.0,5.0,4.0
12,ABBEY DELRAY SOUTH,FL,0.7222222222222222,4.0,0.8888888888888888,306.76,85.135,3.0,5.0,4.0,4.0
13,ABBEY REHABILITATION AND NURSING CENTER,FL,0.9007633587786259,4.0,1.0,525.6850000000001,69.84100000000001,2.0,4.0,2.0,3.0
14,ABBEY SENIOR HEALTH,MO,0.8709090909090909,4.0,1.0,390.19300000000004,87.755,4.0,4.0,4.0,4.0
15,ABBEY WOODS CENTER FOR REHABILITATION AND HEALING,MO,0.711,4.0,0.09999999999999998,491.689,67.1825,1.0,1.0,2.0,1.0
16,ABBINGTON REHAB & NURSING CTR,IL,0.6878048780487804,4.0,1.0,855.374,85.0455,5.0,3.0,3.0,5.0
17,ABBOTSFORD HEALTH CARE CENTER,WI,0.46282051282051284,4.0,0.30000000000000004,431.026,69.23100000000001,4.0,4.0,2.0,4.0
18,ABBOTT TERRACE HEALTH CENTER,CT,0.8092682926829269,4.0,1.0,142.97099999999998,83.62299999999999,,,,
19,ABBOTTS CREEK CENTER,NC,0.909375,2.5,1.0,234.51399999999998,67.164,2.0,3.0,4.0,2.0
20,ABBY GARDENS HEALTHCARE CENTER,CA,0.7595959595959596,4.0,0.9,476.729,87.0,3.0,3.0,5.0,4.0
21,ABBYSHIRE PLACE SKILLED NSG & REHAB CTR,OH,0.7544444444444445,4.0,1.0,709.141,85.5015,3.0,3.0,4.0,3.0
22,ABC HEALTH CARE,MO,0.8833333333333333,4.0,1.0,0.0,,,,,
23,ABCM REHAB CENTERS OF INDEPENDENCE EAST CAMPUS,IA,0.624,3.333333333333333,1.0,549.553,87.6895,3.0,4.0,4.0,4.0
24,ABCM REHAB CENTERS OF INDEPENDENCE WEST CAMPUS,IA,0.42209302325581394,3.5,1.0,89.49100000000001,89.975,3.0,4.0,4.0,4.0
25,ABERCORN REHABILITATION CENTER,GA,0.726,4.0,1.0,295.511,94.9365,2.0,2.0,4.0,2.0
26,ABERDEEN HEALTH AND REHAB,SD,0.910948905109489,4.0,0.7,358.977,89.268,1.0,3.0,3.0,1.0
27,ABERDEEN HEIGHTS,MO,0.9263157894736843,4.0,1.0,465.18500000000006,100.0,5.0,5.0,5.0,5.0
28,ABERDEEN REHABILITATION AND SKILLED NURSING CENTER,MI,0.755,4.0,0.4,78.2025,100.0,4.0,2.0,5.0,5.0
29,ABERDEEN VILLAGE,KS,0.815,4.0,1.0,243.776,97.0355,3.0,5.0,5.0,5.0
30,"ABERJONA NURSING CENTER, INC",MA,0.7601626016260162,4.0,1.0,88.207,99.5575,4.0,5.0,5.0,5.0
31,ABERNETHY LAURELS,NC,0.7919540229885058,3.8333333333333335,0.9,322.93899999999996,97.4925,4.0,4.0,5.0,5.0
32,ABIGAIL HOUSE FOR NURSING & REHABILITATION,NJ,0.7984633569739953,4.0,1.0,516.1222222222223,84.146,4.0,2.0,5.0,5.0
33,ABINGDON CARE & REHABILITATION CENTER,NJ,0.6405555555555555,4.0,1.0,215.93999999999997,82.8735,1.0,2.0,4.0,1.0
34,ABINGDON HEALTH CARE LLC,VA,0.8458333333333333,3.5,1.0,148.642,83.654,3.0,4.0,5.0,5.0
35,ABINGTON CREST HEALTHCAREANDREHABILITATION CENTER,PA,0.4625,4.0,1.0,587.29,76.316,4.0,4.0,4.0,4.0
36,ABINGTON MANOR,PA,0.8438287153652393,2.5,1.0,406.152,94.0375,2.0,3.0,5.0,3.0
37,ABINGTON OF GLENVIEW NURSING,IL,0.5187499999999999,4.0,1.0,341.41200000000003,93.396,3.0,4.0,4.0,4.0
38,ABRAMSON SENIOR CARE AT LANKENAU MEDICAL CENTER,PA,0.6349206349206349,4.0,1.0,52.58555555555555,94.154,5.0,5.0,5.0,5.0
39,ABRI AT BROWNWOOD,TX,0.5455555555555556,4.0,1.0,424.125,69.767,5.0,4.0,5.0,5.0
40,ABRI AT EDINBURG,TX,0.569047619047619,4.0,1.0,586.404,79.035,,,,
41,ABRI AT STEPHENVILLE,TX,0.6680395387149917,4.0,1.0,443.704,81.579,4.0,4.0,3.0,4.0
42,ABSOLUT CTR FOR NURSING & REHAB ALLEGANY L L C,NY,0.918918918918919,4.0,0.9,823.695,80.5555,5.0,3.0,5.0,5.0
43,ABSOLUT CTR FOR NURSING & REHAB AURORA PARK L L C,NY,0.6743750000000001,4.0,1.0,1087.0189999999998,93.1865,2.0,2.0,2.0,2.0
44,ABSOLUT CTR FOR NURSING & REHAB ENDICOTT L L C,NY,0.88375,4.0,0.8,315.726,93.8475,2.0,2.0,4.0,2.0
45,ABSOLUT CTR FOR NURSING & REHAB GASPORT L L C,NY,0.7578313253012048,4.0,0.7,492.593,85.76149999999998,4.0,2.0,4.0,4.0
46,ABSOLUT CTR FOR NURSING & REHAB THREE RIVERS L L C,NY,0.8258333333333333,4.0,0.5,195.843,92.289,2.0,2.0,4.0,2.0
47,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,NY,0.8,4.0,0.6666666666666667,246.52399999999997,90.0615,2.0,2.0,5.0,3.0
48,ACACIA HEALTH CENTER,AZ,0.5987179487179487,4.0,1.0,265.83299999999997,89.552,5.0,5.0,5.0,5.0
49,ACACIA PARK NURSING & REHAB CENTER,CA,0.46565656565656566,4.0,1.0,865.9150000000002,74.51,4.0,3.0,4.0,4.0
50,ACADEMY MANOR,MA,0.6678571428571429,2.5,1.0,869.2309999999998,82.927,2.0,3.0,1.0,1.0
51,ACADIA CENTER FOR NURSING AND REHABILITATION,NY,0.5447513812154696,4.0,1.0,875.2,86.757,3.0,2.0,5.0,4.0
52,ACADIA ST. LANDRY GUEST HOUSE,LA,0.7216417910447761,4.0,0.7,311.63300000000004,89.3475,4.0,2.0,2.0,4.0
53,ACC CARE CENTER,CA,0.7444444444444445,4.0,1.0,161.16300000000004,100.0,4.0,5.0,5.0,5.0
54,ACCEL AT COLLEGE STATION,TX,0.7025862068965517,4.0,0.8,139.16,63.636,3.0,3.0,3.0,3.0
55,ACCEL AT CRYSTAL PARK,OK,0.8593220338983051,4.0,0.9,779.985,68.348,1.0,4.0,4.0,2.0
56,ACCEL AT GOLDEN RIDGE,CO,0.41354166666666664,4.0,1.0,344.3375,,,,,
57,ACCEL AT LONGMONT,CO,0.4868421052631579,4.0,1.0,306.918,70.3735,3.0,5.0,5.0,5.0
58,ACCEL AT WILLOW BEND,TX,0.7227272727272728,4.0,1.0,85.529,72.02000000000001,2.0,2.0,5.0,3.0
59,ACCESS MENTAL HEALTH LLC,KS,0.8844444444444444,4.0,0.9,23.482000000000003,,1.0,1.0,5.0,2.0
60,ACCOLADE HC OF PAXTON ON PELLS,IL,0.8556603773584905,4.0,0.8,301.4440000000001,93.5875,3.0,1.0,4.0,2.0
61,ACCOLADE HEALTHCARE DANVILLE,IL,0.7948453608247422,4.0,0.7,364.842,68.1135,2.0,2.0,4.0,2.0
62,ACCOLADE HEALTHCARE OF PONTIAC,IL,0.7711340206185566,4.0,0.8,379.906,92.9765,2.0,2.0,3.0,2.0
63,ACCOLADE PAXTON SENIOR LIVING,IL,0.856,4.0,0.8,688.5600000000001,89.6045,3.0,2.0,4.0,3.0
64,ACCORD CARE COMMUNITY ORRVILLE LLC,OH,0.5616113744075829,4.0,1.0,840.21,91.813,2.0,2.0,4.0,2.0
65,ACCORDIUS HEALTH AND REHABILITATION,NC,0.6942857142857143,3.8333333333333335,0.5,470.98699999999997,46.809,2.0,2.0,3.0,2.0
66,ACCORDIUS HEALTH AT ABERDEEN,NC,0.7061855670103093,4.0,0.9,623.752,86.154,1.0,2.0,2.0,1.0
67,ACCORDIUS HEALTH AT ASHEVILLE,NC,0.7649350649350649,4.0,0.9,20.811999999999994,90.0,2.0,3.0,3.0,2.0
68,ACCORDIUS HEALTH AT BAY POINTE LLC,VA,0.6749999999999999,4.0,0.9,308.419,84.615,3.0,1.0,4.0,2.0
69,ACCORDIUS HEALTH AT BREVARD,NC,0.42857142857142855,4.0,0.9,699.595,51.667,1.0,2.0,4.0,1.0
70,ACCORDIUS HEALTH AT CHARLOTTE,NC,0.6823843416370107,4.0,0.7,325.928,72.368,2.0,2.0,2.0,2.0
71,ACCORDIUS HEALTH AT CLEMMONS,NC,0.78125,4.0,0.7,234.37600000000003,79.518,,,,
72,ACCORDIUS HEALTH AT CONCORD,NC,0.5922818791946308,4.0,0.30000000000000004,924.619,98.462,1.0,3.0,4.0,1.0
73,ACCORDIUS HEALTH AT COURTLAND,VA,0.7122222222222222,4.0,0.6,110.256,84.507,3.0,3.0,3.0,3.0
74,ACCORDIUS HEALTH AT CREEKSIDE CARE,NC,0.6814569536423841,4.0,0.6,687.3939999999999,92.45299999999999,1.0,2.0,3.0,1.0
75,ACCORDIUS HEALTH AT EMPORIA,VA,0.785,4.0,0.6,247.87000000000003,82.178,1.0,2.0,1.0,1.0
76,ACCORDIUS HEALTH AT GASTONIA,NC,0.590677966101695,4.0,0.7,420.654,83.333,3.0,2.0,4.0,3.0
77,ACCORDIUS HEALTH AT GREENE COUNTY,VA,0.7955555555555555,4.0,0.8,397.043,91.023,3.0,2.0,5.0,4.0
78,"ACCORDIUS HEALTH AT GREENSBORO, LLC",NC,0.6657142857142858,4.0,0.0,543.3369999999999,88.60799999999999,2.0,2.0,4.0,2.0
79,ACCORDIUS HEALTH AT HARRISONBURG LLC,VA,0.6153846153846154,4.0,0.9,355.198,81.4065,1.0,3.0,3.0,1.0
80,ACCORDIUS HEALTH AT HENDERSONVILLE LLC,NC,0.5746268656716418,4.0,0.9,448.459,62.821000000000005,2.0,2.0,4.0,2.0
81,ACCORDIUS HEALTH AT LEXINGTON,NC,0.7452830188679245,4.0,0.8,465.62699999999995,62.353,2.0,2.0,4.0,2.0
82,ACCORDIUS HEALTH AT LYNCHBURG LLC,VA,0.6458333333333334,4.0,0.9,551.758,68.293,1.0,2.0,2.0,1.0
83,"ACCORDIUS HEALTH AT MIDWOOD, LLC",NC,0.5877862595419847,4.0,1.0,432.65,77.193,2.0,3.0,3.0,2.0
84,ACCORDIUS HEALTH AT MONROE,NC,0.6652542372881356,4.0,1.0,180.295,88.63600000000001,2.0,3.0,4.0,2.0
85,ACCORDIUS HEALTH AT MOORESVILLE,NC,0.48145285935085,3.8333333333333335,1.0,416.2990000000001,64.615,1.0,2.0,3.0,1.0
86,ACCORDIUS HEALTH AT NANSEMOND POINTE LLC,VA,0.7047297297297297,4.0,1.0,723.365,90.179,3.0,3.0,2.0,3.0
87,ACCORDIUS HEALTH AT RIVER POINTE LLC,VA,0.6079710144927537,4.0,0.9,397.98,95.455,1.0,2.0,3.0,1.0
88,ACCORDIUS HEALTH AT ROANOKE,VA,0.48923076923076925,4.0,0.7,500.75,82.451,1.0,2.0,1.0,1.0
89,ACCORDIUS HEALTH AT ROSE MANOR LLC,NC,0.7416440831074976,4.0,1.0,62.468,82.5,2.0,2.0,4.0,2.0
90,ACCORDIUS HEALTH AT RUTHERFORD LLC,NC,0.7975,4.0,1.0,214.538,80.882,3.0,2.0,5.0,4.0
91,ACCORDIUS HEALTH AT SALISBURY,NC,0.6789189189189189,4.0,0.9,373.148,75.0,1.0,2.0,2.0,1.0
92,ACCORDIUS HEALTH AT SCOTLAND MANOR,NC,0.6935483870967742,4.0,0.9,247.244,79.592,3.0,3.0,5.0,4.0
93,ACCORDIUS HEALTH AT STATESVILLE,NC,0.5740997229916898,4.0,1.0,530.3340000000001,67.857,1.0,2.0,2.0,1.0
94,ACCORDIUS HEALTH AT WAVERLY,VA,0.6316666666666666,4.0,1.0,693.787,79.012,3.0,2.0,5.0,4.0
95,ACCORDIUS HEALTH AT WAYNESBORO LLC,VA,0.7706422018348624,4.0,1.0,505.927,81.818,3.0,3.0,3.0,3.0
96,ACCORDIUS HEALTH AT WILKESBORO,NC,0.6366666666666667,4.0,0.9,415.21600000000007,72.619,1.0,2.0,2.0,1.0
97,ACCORDIUS HEALTH AT WILMINGTON,NC,0.6433333333333333,4.0,0.9,102.82300000000001,75.61,1.0,2.0,4.0,1.0
98,ACCORDIUS HEALTH AT WILSON,NC,0.5472727272727272,4.0,0.30000000000000004,335.052,90.741,1.0,2.0,4.0,1.0
99,ACCORDIUS HEALTH AT WINSTON SALEM,NC,0.7073578595317725,4.0,0.9,83.38699999999999,80.952,2.0,3.0,5.0,3.0
100,ACCURA HEALTHCARE OF  MILFORD,IA,0.77,4.0,0.8,697.394,94.87200000000001,4.0,4.0,5.0,5.0
101,"ACCURA HEALTHCARE OF AMES, LLC",IA,0.75,4.0,0.7,711.816,86.538,1.0,3.0,2.0,1.0
102,"ACCURA HEALTHCARE OF AURELIA, LLC",IA,0.6791044776119403,4.0,1.0,3.3329999999999997,96.464,2.0,4.0,3.0,3.0
103,ACCURA HEALTHCARE OF BANCROFT,IA,0.8587786259541985,4.0,0.19999999999999996,508.517,100.0,5.0,3.0,4.0,5.0
104,ACCURA HEALTHCARE OF CARROLL,IA,0.6528571428571429,4.0,0.4,681.4980000000002,97.5,1.0,2.0,5.0,2.0
105,ACCURA HEALTHCARE OF CASCADE LLC,IA,0.6521739130434783,4.0,0.0,444.245,96.8245,4.0,4.0,4.0,4.0
106,"ACCURA HEALTHCARE OF CHEROKEE, LLC",IA,0.7645833333333334,3.3333333333333335,1.0,599.603,100.0,2.0,5.0,5.0,4.0
107,ACCURA HEALTHCARE OF CRESCO,IA,0.5804347826086956,3.666666666666667,0.8,437.35300000000007,95.9165,4.0,4.0,2.0,4.0
